"NCT.Number","drugs"
"NCT00954148",""
"NCT00597805",""
"NCT01948661",""
"NCT00399607",""
"NCT01730365",""
"NCT02743637","SDX-7320"
"NCT02102074",""
"NCT01927965","Minnelide™ 001"
"NCT02727179",""
"NCT01887158","Polyethylene glycol | Bisacodyl"
"NCT01285037","LY2801653 | Cetuximab | Cisplatin | Gemcitabine | Ramucirumab"
"NCT00018551","Folic Acid"
"NCT02595424","Capecitabine | Cisplatin | Etoposide | Temozolomide"
"NCT01522209",""
"NCT01174368","Cancer Macrobead placement in abdominal cavity"
"NCT01104129",""
"NCT01042691","Oxaliplatin"
"NCT02293811",""
"NCT02615665",""
"NCT02756468",""
"NCT01515514",""
"NCT02675946","CGX1321"
"NCT01795404",""
"NCT02756455",""
"NCT00055705","PV701"
"NCT02794493","Traditional Chinese Medicine Formula LC09"
"NCT01633970","5-FU | Atezolizumab | Bevacizumab | Carboplatin | Leucovorin | Nab-paclitaxel | Oxaliplatin | Paclitaxel | Pemetrexed"
"NCT00591695",""
"NCT01716468",""
"NCT01265953","sulforaphane glucosinolate capsules"
"NCT00212433","Tagitol V, Lo So, Readi-Cat 2"
"NCT01347866","PF-05212384 | PD-0325901 | PF-05212384 | irinotecan"
"NCT02437760",""
"NCT01895673",""
"NCT00340015",""
"NCT00414271","Capecitabine, doxcetaxol"
"NCT02464007","rSIFN-co"
"NCT01104077",""
"NCT02602067",""
"NCT00140868",""
"NCT00716209",""
"NCT00925652","Bevacizumab | Cyclophosphamide | Methotrexate"
"NCT01777061","[11C]Acetate"
"NCT01705184","Cisplatin | Bevacizumab | Pemetrexed"
"NCT02608853",""
"NCT00954512","Carboplatin | Epirubicin | Trastuzumab | Everolimus | Gemcitabine | Robatumumab | Cetuximab | Paclitaxel | Cisplatin | 5-FU | Erlotinib | Irinotecan | Folinic Acid"
"NCT00220012",""
"NCT01489787",""
"NCT02709811","Electrochemotherapy"
"NCT00908960","Enoxaparin"
"NCT00771290",""
"NCT00744159",""
"NCT01688687",""
"NCT02288169",""
"NCT00289445","Mitomycin C | 5-FU | Folinic acid"
"NCT01222208",""
"NCT02509507","Talimogene Laherparepvec"
"NCT00402961",""
"NCT02063919",""
"NCT00951574","Nadroparin calcium | saline solution"
"NCT00152906",""
"NCT01226732","Capecitabine | Hsp90 Inhibitor AUY 922"
"NCT02662179",""
"NCT02785783",""
"NCT00885950",""
"NCT01062035",""
"NCT01982149",""
"NCT00184834",""
"NCT01711580",""
"NCT01929915","Intravenous patient controlled analgesia"
"NCT02741401",""
"NCT00336609",""
"NCT02000011",""
"NCT00667550",""
"NCT01563991",""
"NCT00994370",""
"NCT01789515",""
"NCT00539877","irinotecan"
"NCT00875147","bevacizumab"
"NCT01596374",""
"NCT00162669","bevacizumab"
"NCT01980134",""
"NCT02356081",""
"NCT01770301","Paclitaxel | Bevacizumab"
"NCT02865889",""
"NCT01243775","Belotaxel | Belloxa"
"NCT00587236",""
"NCT01155440","Lidocaine"
"NCT00779272",""
"NCT02260349","indocyanine green infusion"
"NCT02253303",""
"NCT00298545","placebo and Calcitriol | Calcium and Calcitriol"
"NCT01159678",""
"NCT02407925",""
"NCT01575730","Hyperthermic intraoperative Peritoneal Chemoperfusion"
"NCT00411762","Capecitabine | PHY906"
"NCT02516501",""
"NCT01431703",""
"NCT00932490",""
"NCT02168426",""
"NCT00613769","trimethoprim-sulfamethoxazole + metronidazole | cefuroxime and metronidazole"
"NCT02192216",""
"NCT01587976",""
"NCT01617382",""
"NCT01816438",""
"NCT01737515",""
"NCT02239536",""
"NCT02687412",""
"NCT01835119","gum"
"NCT02059603",""
"NCT02461979",""
"NCT00522509","Floxuridine FUDR"
"NCT02056405","Mosapride | Placebo"
"NCT02678663",""
"NCT01646242",""
"NCT00747292",""
"NCT02042794",""
"NCT01839292",""
"NCT00124163",""
"NCT02086123",""
"NCT00681499",""
"NCT02645864","Apatinib | Irinotecan"
"NCT02353533",""
"NCT01112514","indocyanine green"
"NCT00531739",""
"NCT02696811",""
"NCT01367418","Patient controlled analgesia | Thoracic Epidural Analgesia"
"NCT02650427","Sitagliptin"
"NCT02569905","parecoxib sodium | flurbiprofen | saline"
"NCT02052557","Bupivacaine | Bupivacaine liposome suspension"
"NCT00141193","Celecoxib"
"NCT02143505","Ca plus vit D"
"NCT00486512","aspirin, 1,25-dihydroxycholecalciferol, calcium | placebo"
"NCT00227526",""
"NCT01894685","Mesalazine | Placebo"
"NCT01388257",""
"NCT01844076","Phase I | Capecitabine"
"NCT02073552","Polyethylene glycol 4000 | Macrogol 3350 plus ascorbic acid"
"NCT02448056",""
"NCT00507091","ZD6474 100mg | Irinotecan | 5-Fluorouracil | Leucovorin | ZD6474 300mg"
"NCT00969124",""
"NCT02626091",""
"NCT00034190","S-8184 Paclitaxel Injectable Emulsion"
"NCT02859870",""
"NCT01663558","imiquimod"
"NCT00487409",""
"NCT01866436",""
"NCT00356031","Bevacizumab"
"NCT01900717","LV5FU2 simplified, FOLFOX 4 simplified, FOLFIRI modified | LV5FU2 simplified,FOLFOX 4 simplified, FOLFIRI modified, Bevacizumab 5 mg/kg/ 2 weeks"
"NCT02109991",""
"NCT02865382",""
"NCT01451008",""
"NCT02399605",""
"NCT02217956","Cisplatin | Bevacizumab"
"NCT00443040","Asimadoline | Placebo"
"NCT02693886",""
"NCT02372331",""
"NCT02263144",""
"NCT01919463",""
"NCT02331836",""
"NCT00051675","ING-1"
"NCT00176618","sulindac | curcumin"
"NCT02595775",""
"NCT01195506",""
"NCT00755261","Avastin | Doxorubicin"
"NCT01853267",""
"NCT02836470","LB1148 | Placebo"
"NCT02305251",""
"NCT02811419",""
"NCT02749552",""
"NCT02609100",""
"NCT02129439","SB012 | Placebo"
"NCT02630680","Eziclen®/Izinova®"
"NCT01526967",""
"NCT02330159",""
"NCT02880748",""
"NCT01226550",""
"NCT02758860",""
"NCT00450671",""
"NCT01546246",""
"NCT02248246",""
"NCT00941889","Saline | Quadrivalent Human Papillomavirus Recombinant Vaccine"
