"drug.name","targets","pathways"
"Methylthioinosine  |  6-(Methylthio)purine ribonucleoside | 6-methyl MP riboside | 6-methyl MP-riboside | 6-methyl-9-ribofuranosylpurine-6-thiol | 6-methylmercaptopurine ribonucleoside | 6-methylmercaptopurine riboside | 6-methylthioinosine | 6-methylthiopurine riboside | 6-MMPR | 6-S-methyl-6-thioinosine | Me6MPR | methylmercaptopurine riboside | MMPR","deoD",""
"Acetylphosphate  |  NA","fcl | pta",""
"5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone  |  NA","CDK2","cell cycle"
"N-Carboxymethionine  |  NA","thyA |  |  | ureC | ureB | ureA | rsmF",""
"Alpha-D-Mannose-6-Phosphate  |  NA","algC | IGF2R | M6PR",""
"Dihydrotestosterone  |  17beta-Hydroxy-5alpha-androstan-3-one | 17beta-Hydroxy-5alpha-androstane-3-one | 17beta-Hydroxyandrostan-3-one | 17β-hydroxy-3-oxo-5α-androstanone | 17β-hydroxy-5α-androstan-3-one | 4-Dihydrotestosterone | 5alpha-Dihydrotestosterone | 5α-DHT | Androstanolone | DHT | Dihydrotestosteron | Dihydrotestostérone | Stanolone","AR | HSD17B1",""
"3'-Phosphate-Adenosine-5'-Phosphate Sulfate  |  NA","SULT1E1",""
"BV3  |  NA","ctxB",""
"Beta-3-Serine  |  NA","env",""
"Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester  |  NA","cobT",""
"(2s,4s)-Alpha-Campholinic Acid  |  NA","camK",""
"2-Amino-Vinyl-Phosphate  |  NA","fhuA",""
"RU78783  |  NA","SRC","ABL signaling | ABL signaling | ABL signaling"
"5-(2-Chlorophenyl)Furan-2-Carboxylic Acid  |  NA","map | map",""
"Octanoyl-Coenzyme A  |  NA","ACADM | ECI1 | ECHS1",""
"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine  |  NA","NOS3",""
"Propionyl Coenzyme A  |  NA","pccB",""
"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine  |  NA","CDK2 | CCNA2","cell cycle"
"N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide  |  NA","HDAC8",""
"6-(4-Difluoromethoxy-3-Methoxy-Phenyl)-2h-Pyridazin-3-One  |  NA","PDE4D",""
"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine  |  NA","DHFR",""
"(South)-Methanocarba-Thymidine  |  NA","TK",""
"Biphenyl-2,3-Diol  |  NA","bphC | bphC | doxG",""
"D-Limonene 1,2-Epoxide  |  NA","LCN9",""
"Piretanide  |  NA","SLC12A1",""
"Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid  |  NA","bioD1",""
"3-Amino-6-Hydroxy-Tyrosine  |  NA","tynA",""
"K201  |  NA","ANXA5",""
"Phosphothiophosphoric Acid-Adenylate Ester  |  NA","PFKFB1 |  | purT | pknB | recQ | cag-alfa | PMS2 | dnaX",""
"Coa-S-Acetyl Tryptamine  |  NA","AANAT",""
"(2r)-N-[4-Cyano-3-(Trifluoromethyl)Phenyl]-3-[(4-Fluorophenyl)Sulfonyl]-2-Hydroxy-2-Methylpropanamide  |  NA","AR",""
"5'-Deoxy-5'-(Methylthio)-Tubercidin  |  NA","MTAP | mtnN",""
"9-(6-Deoxy-Alpha-L-Talofuranosyl)-6-Methylpurine  |  NA","deoD",""
"1-Methoxy-2-(2-Methoxyethoxy)Ethane  |  NA","HSP90B1",""
"4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid  |  NA","PLA2G2A",""
"Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate  |  NA","nadE | glpK",""
"Heptanoic Acid  |  NA","PLA2G1B",""
"(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid  |  NA","tpdA | rplK",""
"3-(1-Aminoethyl)Nonanedioic Acid  |  NA","bioD1",""
"Inositol 1,3-Bisphosphate  |  NA","EEA1",""
"N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine  |  NA","GSTA1",""
"alpha-L-iduronic acid  |  L-iduronic acid | α-L-iduronic acid","cslA",""
"2-Fluoro-2'-Deoxyadenosine  |  NA","deoD",""
"Fosmidomycin  |  NA","dxr",""
"2-Acetyl-Protoporphyrin Ix  |  NA","cycA",""
"Hymenialdisine  |  NA","CDK5 | CDK2 | CDK1","cell cycle"
"3-Hydroxypyruvic Acid  |  NA","TPI | nanA",""
"Alpha-Aminoisobutyric Acid  |  NA","CRH | NPY",""
"2-Thiomethyl-3-Phenylpropanoic Acid  |  NA","MMP8",""
"(Carboxyhydroxyamino)Ethanoic Acid  |  NA","purA | purA",""
"Pentasulfide-Sulfur  |  NA","sud",""
"Oxitriptan  |  5-Hydroxy-L-Tryptophan | 5-Hydroxytryptophan L-form | Cincofarm | Hydroxy-5 L-tryptophane | L-5-Hydroxytryptophan | Levothym | Oxitriptan | Tript-OH","trpS2",""
"L-Rhamnose  |  NA","rhaA",""
"Benzimidazole  |  NA","cobT",""
"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine  |  NA","CDK2","cell cycle"
"8,9,10-Trihydroxy-7-Hydroxymethyl-2-Thioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Decan-4-One  |  NA","PYGM",""
"Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine  |  NA","argI",""
"Fluoro-Willardiine  |  NA","GRIA2",""
"N-Ethylmaleimide  |  NA","CLC",""
"Penicillin G Acyl-Serine  |  NA","blaR1 | pbp",""
"4-Methyl-5-Hydroxyethylthiazole  |  NA","thiM",""
"2-Propyl-Aniline  |  NA","E",""
"1-Benzyl-(R)-Propylamine  |  NA","gag-pol",""
"4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide  |  NA","CDK2","cell cycle"
"4-(4-Chlorophenyl)Imidazole  |  NA","CYP2B6",""
"Ge2270a  |  NA","tufA",""
"Uridine-5'-Monophosphate 2-Deoxy-2-Fluoro-Galactopyranosyl-Monophosphate Ester  |  NA","lgtC | lgtC",""
"PNU177836  |  NA","PTPN1",""
"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane  |  NA","NOS3",""
"Thymidine-5'-(Dithio)Phosphate  |  NA","",""
"Vitamin B6 Complexed with 2-Amino-Hexanoic Acid  |  NA","aspC",""
"Para-Mercury-Benzenesulfonic Acid  |  NA","ESR2 | CLC",""
"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline  |  NA","MAPK14",""
"8-Iodo-Guanine  |  NA","punA",""
"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide  |  NA","CA2",""
"Cysteine-S-Acetamide  |  NA","RNASE1 | OAS1",""
"Imino-Tryptophan  |  NA","DAO",""
"CRA_10972  |  NA","PRSS1",""
"C16-Fatty-Acyl-Substrate-Mimic  |  NA","inhA",""
"S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea  |  NA","NOS1",""
"1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol  |  NA","kdsA",""
"Hydroxydimethylarsine Oxide  |  NA","NOS3 | AKR1B1 | gag-pol | GNAT1",""
"Cyclohexylammonium Ion  |  NA","murA",""
"2-(Thiomethylene)-4-Methylpentanoic Acid  |  NA","ADAM28",""
"Methyltrienolone  |  17-beta-Hydroxy-17-methylestra-4,9,11-trien-3-one | Metribolone","AR | PGR | NCOA2",""
"Quisqualate  |  NA","GRIK2 | GRIA2",""
"9-Hydroxypropyladenine, S-Isomer  |  NA","TK",""
"Glutathione Sulfonic Acid  |  NA","GSTM4 | GSTP1 | gstA | GSTA1",""
"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium  |  NA","ACHE",""
"Arsanilic acid  |  (p-aminophenyl)arsonic acid | 4-aminobenzenearsonic acid | 4-Aminophenylarsonic acid | 4-Aminophenylarsonsäure | 4-arsanilic acid | Arsanilsäure | atoxylic acid | p-arsanilic acid","LYZ",""
"5-Fluoro-Beta-L-Gulosyl Fluoride  |  NA","MAN2A1",""
"Epothilone B  |  (−)-epothilone B | Epo B | Patupilone","TUBB1 | TUBB | TUBA1B | TUBA1A | TUBA8 | TUBB4B | TUBA1C | TUBA4A | TUBB4A | TUBB3 | TUBA3C",""
"Adenosine-5'-(Dithio)Phosphate  |  NA","",""
"Phenylalanine-N-Sulfonamide  |  NA","CPA1",""
"Di(N-Acetyl-D-Glucosamine)  |  NA","B4GALT1 | chb | LYZ",""
"6-Hydroxy-1,6-Dihydro Purine Nucleoside  |  NA","ADA",""
"CRA_1801  |  NA","PRSS1",""
"3,4-Dimethylaniline  |  NA","cobT",""
"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine  |  NA","CDK2","cell cycle"
"5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide  |  NA","ADH1C",""
"Ulapualide A  |  NA","ACTA1",""
"3-{2,6,8-Trioxo-9-[(2r,3s,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate  |  NA","ribH",""
"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine  |  NA","SRC | LCK | LYN","ABL signaling | ABL signaling | ABL signaling | other"
"2-Methyl-3-(2-Aminothiazolo)Propanal  |  NA","REN",""
"Phosphoglycolohydroxamic Acid  |  NA","rhaD | mgsA | fbaA | fucA | kbaY | TPI1",""
"1h-Benoximidazole-2-Carboxylic Acid  |  NA","CTSD",""
"4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole  |  NA","fabI",""
"Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide  |  NA","camC",""
"S-Octylglutathione  |  NA","GSTM4",""
"1-Methyloxy-4-Sulfone-Benzene  |  NA","MMP13 | MMP3",""
"Dextrofloxacine  |  NA","lytA",""
"1,8-Di-Hydroxy-4-Nitro-Anthraquinone  |  NA","CSNK2A1",""
"Oxidized Acetyl Dithranol  |  NA","actVA 6",""
"LY341770  |  NA","thyA",""
"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide  |  NA","CA2",""
"Nitrilotriacetic Acid  |  NA","LTF",""
"UDP-alpha-D-glucuronic acid  |  UDP-alpha-D-glucuronate | UDP-D-glucuronate | UDP-glucuronate | UDP-Glucuronic Acid | UDPglucuronate | UDPglucuronate | uridine diphosphate glucuronic acid | Uridine-5'-diphosphate-glucuronic acid","B3GAT3 | hasB",""
"5-Phosphoarabinonic Acid  |  NA","GPI | pgiB",""
"1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea  |  NA","MAPK14",""
"Pantothenyl-Aminoethanol-Acetate Pivalic Acid  |  NA","phbA",""
"7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide  |  NA","PLAU",""
"6-Carboxymethyluracil  |  NA","DPYD",""
"S-Selanyl Cysteine  |  NA","sufS",""
"Tetrahydrofuran-2-Carboxylic Acid  |  NA","putA | qheDH",""
"Dazoxiben  |  Benzoic acid, 4-(2-(1H-imidazol-1-yl)ethoxy)- | Dazoxiben | Dazoxibene | Dazoxibenum","TBXAS1",""
"1-Aminocyclopropylphosphonate  |  NA","acdS",""
"4-Piperidino-Piperidine  |  NA","CES1",""
"Malonaldehyde  |  NA","bla",""
"2-Aminobenzyl alcohol  |  2-Aminobenzenemethanol | 2-Aminobenzyl alcohol | o-(Hydroxymethyl)aniline | o-Aminobenzyl alcohol | o-Aminobenzylic alcohol","CFD",""
"Acetoacetyl-Coenzyme A  |  NA","HADH | ACADS | phbA | menB | mvaS | mvaS |  | ECHS1",""
"Sri-9662  |  NA","DHFR",""
"(R)-N-(1-Methyl-Hexyl)-Formamide  |  NA","ADH1C",""
"(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone  |  NA","NMT1 | NMT1",""
"N-(1-Benzyl-3-{[3-(1,3-Dioxo-1,3-Dihydro-Isoindol-2-Yl)-Propionyl]-[2-(Hexahydro-Benzo[1,3]Dioxol-5-Yl)-Ethyl]-Amino}-2-Hydroxy-Propyl)-4-Benzyloxy-3,5-Dimethoxy-Benzamide  |  NA","",""
"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline  |  NA","HAO1",""
"7-Nitroindazole-2-Carboxamidine  |  NA","NOS3",""
"D-Lactic Acid  |  NA","",""
"4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid  |  NA","PYGM",""
"Zebularine  |  1-beta-D-ribofuranosyl-2(1H)-pyrimidinone | 1-beta-D-ribofuranosylpyrimidin-2(1H)-one | DHZ | Pyrimidin-2-one beta-D-ribofuranoside | pyrimidin-2-one beta-ribofuranoside | Pyrimidin-2-one ribonucleoside","cdd",""
"Cytidine-5'-Diphospho-Beta-D-Xylose  |  NA","rfbG",""
"Selenazole-4-Carboxyamide-Adenine Dinucleotide  |  NA","IMPDH2",""
"2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone  |  NA","PARP1","Genome integrity | Genome integrity | Genome integrity | Genome integrity | Genome integrity"
"3-Methoxybenzamide  |  NA","PARP1","Genome integrity | Genome integrity | Genome integrity | Genome integrity | Genome integrity"
"7-Deaza-7-Cyano-Guanine  |  NA","tgt",""
"(Diphosphono)Aminophosphonic Acid  |  NA","metK",""
"AHA047  |  NA","gag-pol",""
"3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione  |  NA","ctxB | ctxB",""
"PASBN  |  NA","SRC","ABL signaling | ABL signaling | ABL signaling"
"Alpha-Ribazole-5'-Phosphate Derivative  |  NA","cobT",""
"17-Dmag  |  NA","HSP90AA1",""
"Crc200 (Chiron-Behring)  |  NA","PRSS1",""
"6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide  |  NA","PLAU",""
"IC261  |  NA","CSNK1G2",""
"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine  |  NA","MAPK10",""
"Hydroxyacetic Acid  |  Hydroxyethanoic Acid","G6PD | thiO",""
"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide  |  NA","METAP2",""
"2-(Sec-Butyl)Thiazole  |  NA","LCN9",""
"Pyroglutamic Acid  |  NA","VEGFA | ANG | cslB | AMY1A | AMY2A | nir | cycA |  |  | CCL8 |  | ADAM28 | HCRT | AMY2B | TFF2 | IGLC1 | KRTAP5-2",""
"L-Iso-Aspartate  |  NA","murA",""
"Ethylaminobenzylmethylcarbonyl Group  |  NA","SAP2",""
"4-Amido-4-Carbamoyl-Butyric Acid  |  NA","atpF",""
"5-Hydroxymethyl-Chonduritol  |  NA","AMY1A | AMY2A | AMY2B",""
"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine  |  NA","HSP90AA1",""
"Tetramethylammonium Ion  |  NA","GALE",""
"N-Aminoethylmorpholine  |  NA","CTSD",""
"Pmp-Hydroxyisoxazole, Pyridoxamine-5-Phosphate-Hydroxyisoxazole  |  NA","alr",""
"[Methylseleno]Acetate  |  NA","soxA",""
"6-Nitroindazole  |  NA","NOS2 | NOS3",""
"Ribose-1-Phosphate  |  NA","PNP | udp",""
"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid  |  NA","PTPN1",""
"Thymidine-5'- Diphosphate  |  NA","NME1",""
"RU82129  |  NA","SRC","ABL signaling | ABL signaling | ABL signaling"
"Myo-Inositol  |  NA","GBA |  | CDIPT | plcA",""
"Beta-Alanine  |  NA","panC",""
"4-Phospho-D-Erythronate  |  NA","rpiB",""
"N-Acetyl-D-Allosamine  |  NA","CHIT1 | chiB | chiA",""
"2-Chlorophenol  |  NA","MAPK14",""
"Glucosamine 1-Phosphate  |  NA","fhuA",""
"6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid  |  NA","",""
"3-Fluoro-2-(Phosphonooxy)Propanoic Acid  |  NA","kdsA",""
"PAS219  |  NA","SRC","ABL signaling | ABL signaling | ABL signaling"
"5-Bromo-N-(2,3-Dihydroxypropoxy)-3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Benzamide  |  NA","MAP2K1",""
"5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate  |  NA","aroA",""
"2-Carboxypropyl-Coenzyme A  |  NA","scpB",""
"1-(5-Chloroindol-3-Yl)-3-Hydroxy-3-(2h-Tetrazol-5-Yl)-Propenone  |  NA","gag-pol",""
"Para-Toluene Sulfonate  |  NA","LYZ | CTSH",""
"1-Benzyl-5-Methoxy-2-Methyl-1h-Indol-3-Yl)-Acetic Acid  |  NA","PLA2G2A",""
"5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid  |  NA","CASP3",""
"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium  |  NA","DHFR | folA",""
"Mant-Adp  |  NA","MYH14",""
"Benzamidine  |  NA","PLAU | CSNK2A1 | PRSS3 | KLK6 | sprT | ST14 | PRSS1 | ECI1 | ATOX1 | PRSS2",""
"Acetylcholine  |  Acetylcholine Chloride","ACHE",""
"[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine  |  NA","PRSS3",""
"S-P-Nitrobenzyloxycarbonylglutathione  |  NA","GLO1",""
"3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid  |  NA"," | TPI1",""
"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole  |  NA","PYGM",""
"2-Aminopimelic Acid  |  NA","dapD",""
"[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid  |  NA","TPI1",""
"4-Iodobenzo[B]Thiophene-2-Carboxamidine  |  NA","F2 | PLAU | PRSS1",""
"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine  |  NA","HSP90AA1",""
"Perchlorate Ion  |  NA","arsC",""
"6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid  |  NA","",""
"4-Carboxyphenylboronic Acid  |  NA","ampC",""
"3-({5-Benzyl-6-Hydroxy-2,4-Bis-(4-Hydroxy-Benzyl)-3-Oxo-[1,2,4]-Triazepane-1-Sulfonyl)-Benzonitrile  |  NA","gag-pol | ORF",""
"Alpha-L-Arabinose  |  NA","araF | araC | galM",""
"Nonan-1-Ol  |  NA","atpE",""
"N-Omega-Hydroxy-L-Arginine  |  NA","NOS2 | NOS1 | NOS3 | ARG1 | nos",""
"4-Methyl-5-Hydroxyethylthiazole Phosphate  |  NA","thiE",""
"2-Deazo-6-Thiophosphate Guanosine-5'-Monophosphate  |  NA","purA",""
"Flavin adenine dinucleotide  |  Adenosine 5'-(trihydrogen pyrophosphate), 5'-5'-ester with riboflavine | Adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate] | FAD | Flavin adenine dinucleotide | FLAVIN-adenine dinucleotide | Riboflavin 5'-(trihydrogen diphosphate), 5'-5'-ester with adenosine | Riboflavin 5'-adenosine diphosphate","NOS1 | dld | CYB5R3 | NQO2 | gor | IVD | ACAD8 | GSR | DLD | ACADS | DPYD | AIFM1 | NQO1 | choB | soxA | pox5 | fprA | thyX |  | pobA | pobA | choA | TPR | thiO | hmp | glf | ACADM | xecC | putA | GCDH | fadH | phr | TXNRD1 | fccA | metF | trxB | MAOB | MAOA | XDH | POR | bphA4 | npr | lpdV | pheA2 |  | ifcA | hmp |  | dmg | petH | cysJ | fpr |  |  | phrB | phr | nadB | cry | murB | murB | metF | camA | lpdA | glf | abfD | pchF | ahpF | m-6 | GR2 | pamO | benC |  | fkbI | lpd | ahpF | petH | fpr | mrsD | ACOX1 | DAO | FDXR | CYB5R1 | IL4I1 | ERO1B | GFER",""
"Phosphomethylphosphonic Acid Adenosyl Ester  |  NA","prs |  | ushA",""
"Phenylalanylmethane  |  NA","gag-pol | CMA1 | gag-pol",""
"2',3'-Dideoxythymidine-5'-Monophosphate  |  NA","DTYMK",""
"(Mu-4-Sulfido)-Tetra-Nuclear Copper Ion  |  NA"," | nosZ",""
"B-2-Octylglucoside  |  NA","RHO | TGM3 | polA | aqpZ | aqpZ | puhA | petB | petA | petC",""
"3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol  |  NA","HPRT1",""
"{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid  |  NA","PTPN1",""
"1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione  |  NA","RNASE1",""
"D-Glucuronic Acid  |  alpha-D-glucopyranuronic acid | alpha-D-glucuronic acid | alpha-delta-glucopyranuronic acid | alpha-delta-glucuronic acid | D-(+)-glucuronate | D-(+)-glucuronic acid | D-glucuronate | delta-(+)-glucuronate | delta-(+)-glucuronic acid | delta-glucuronate | GCU | Glucosiduronate | Glucosiduronic acid | Glucuronate | Glucuronic acid"," | cslA | aguA",""
"N,O-Didansyl-L-Tyrosine  |  NA","thyA",""
"D-Myo-Inositol-1,4-Bisphosphate  |  NA","INPP5B",""
"CRA_8696  |  NA","F2 | PLAU | PRSS1",""
"N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate  |  NA","bioF",""
"Thymidine-5'-Diphospho-Beta-D-Xylose  |  NA","rmlB | rmlC",""
"4-Hydroxy-1,2,5-Thiadiazole-3-Carboxylic Acid  |  NA","",""
"(2-[2-Ketopropylthio]Ethanesulfonate  |  NA","xecC",""
"6-Amino-1-Methylpurine  |  NA","PAPS",""
"2-Dimethylamino-Ethyl-Diphosphate  |  NA","idi",""
"(S)-Hmg-Coa  |  NA","HMGCR | mvaA | mvaS",""
"Dephospho Coenzyme A  |  NA","coaD",""
"Indole-3-Propanol Phosphate  |  NA","trpA | trpA | trpB",""
"Tubercidin  |  7-deazaadenosine | 7-Deazadenosine | Sparsomycin A | TBN | Toyocamycin | Tubercidine","deoD",""
"CRA_10433  |  NA","PRSS1",""
"Phosphonoacetaldehyde  |  NA","phnX",""
"1-Proponol  |  NA","LYZ",""
"3,5-Dichloro-4-[(4-Hydroxy-3-Isopropylphenoxy)Phenylacetic Acid  |  NA","THRB | THRA",""
"5-methylbenzimidazole  |  5-methyl-1H-benzimidazole | 6-methyl-1H-benzimidazole | ethyl 4-cyanophenylalaninate","cobT",""
"Guanosine-2',3'-Cyclophosphorothioate  |  NA","rnaSA",""
"Sinapoyl Coenzyme A  |  NA","COMTD1",""
"4,5-Dimethyl-1,2-Phenylenediamine  |  NA","cobT",""
"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione  |  NA","THRB",""
"Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex  |  NA","CS",""
"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester  |  NA","PDE4D",""
"1-Beta-Ribofuranosyl-1,3-Diazepinone  |  NA","CDA",""
"U-Pi-a-Pi  |  NA","RNASE1",""
"6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid  |  NA","GCSH",""
"4-Thio-Beta-D-Glucopyranose  |  NA","celCCG",""
"Cu-Cyclam  |  NA","LYZ",""
"N-Octanoyl-B-D-Fructofuranosyl-a-D-Glucopyranoside,Sucrose Monocaproylate  |  NA","pbpX",""
"3-Oxiran-2ylalanine  |  NA","MAT1A",""
"3r-Hydroxydecanoyl-Coa  |  NA","HSD17B4",""
"Stearic acid  |  1-Heptadecanecarboxylic acid | Cetylacetic acid | Fatty acids C16-18 | Isooctadecanoic acid | Isostearic acid | N-octadecanoic acidd | Octadecanoic acid | Octadecansaeure | Octadecoic acid | OLA | Stearate | Stearinsaeure","PLA2G2D",""
"Beta-L-Methyl-Fucose  |  NA","MBL2",""
"Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-2-Ylmethyl] Ester  |  NA","DTYMK",""
"4-Nitrophenyl-Ara  |  NA","abfA",""
"6-Hydroxymethylpterin  |  NA","folK",""
"Thio-Maltohexaose  |  NA","",""
"4-Methoxy-E-Rhodomycin T  |  NA","dnrK",""
"7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate  |  NA","cobT",""
"D-Cysteine  |  (2S)-2-amino-3-mercaptopropanoic acid | (2S)-2-amino-3-sulfanylpropanoic acid | (S)-2-amino-3-mercaptopropanoic acid | D-Amino-3-mercaptopropionic acid | D-Cystein | D-Zystein","CPA1",""
"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide  |  NA","CELA1",""
"Sphingosine  |  NA"," | GLTP |  |  |  | PVR",""
"Pyrroloquinoline Quinone  |  NA","gdhB | qheDH | qbdA | pqqC | exaA",""
"Duvoglustat  |  1 deoxynojirimycin | 1-deoxy-nojirimycin | 1-deoxynojirimycin | 1,5-deoxy-1,5-imino-D-mannitol | 1,5-dideoxy-1,5-imino-D-glucitol | 1,5-dideoxy-1,5-imino-D-glucitol | 5-amino-1,5-dideoxy-D-glucopyranose | D-1-deoxynojirimycin | Deoxynojirimycin | DNJ","xylA | cgt | MAN1B1 | MSDC | bglA",""
"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid  |  NA","MMP8",""
"4-Aminohydrocinnamic Acid  |  NA","tyrB",""
"(3-Formyl-but-3-Enyl)-Phosphonic Acid  |  NA","",""
"4-Deoxyglucarate  |  NA","gudD",""
"Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone  |  NA","PRSS1",""
"Vinylglycine  |  (2s)-2-Amino-3-Butenoic Acid | (2s)-2-Aminobut-3-Enoicacid | L-vinylglycine","ACCS | IL4I1",""
"(2s,5s)-5-Carboxymethylproline  |  NA","carA",""
"(1'r,2's)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-Yl)Adenine  |  NA","AHCY",""
